('soru', 'önergesi'),80644.0, 0.004289385324445002
('yazılı', 'soru'),69956.0, 0.0037208997539417013
('sayın', 'başkan'),54143.0, 0.002879819820711097
('geliş', 'tarihi'),51197.0, 0.0027231246026438514
('başkanlığa', 'geliş'),51190.0, 0.002722752278636224
('bakanından', 'yazılı'),50128.0, 0.0026662654077647323
('önergesi', 'başkanlığa'),47123.0, 0.0025064320302046255
('i̇stanbul', 'milletvekili'),38083.0, 0.002025602168925636
('sıralarından', 'alkışlar'),35571.0, 0.0018919910393312975
('büyük', 'millet'),32385.0, 0.001722530426716822
