('sayın', 'başkan'),227619.0, 0.0018796933494997692
('soru', 'önergesi'),160663.0, 0.0013267660986590812
('sıralarından', 'alkışlar'),160423.0, 0.0013247841621604587
('büyük', 'millet'),130856.0, 0.0010806178435989165
('yazılı', 'soru'),130669.0, 0.0010790735847437398
('türkiye', 'büyük'),130376.0, 0.0010766539706016716
('başkan', 'sayın'),127859.0, 0.0010558684115723686
('değerli', 'milletvekilleri'),127724.0, 0.0010547535722918936
('kabul', 'edenler'),109905.0, 0.0009076030453379205
('geliş', 'tarihi'),103917.0, 0.0008581537296972903
